temp_delta,bubbles
0.6256313168571808,0
0.5674470595933983,0
0.5637606582248367,0
0.6216079276314801,0
0.6302805707163799,0
0.608244182946251,0
0.5736524843455584,0
0.5962024712076683,0
0.605440938602456,0
0.6105226433973172,0
0.6307780434867851,0
0.5749856412657692,0
0.5667389279056181,0
0.6202000591724826,0
0.5826362887619609,0
0.5751729992670676,0
0.6090992439027474,0
0.6138453921823981,0
0.6324626155633553,0
0.5566902353146972,0
0.648295327001307,0
0.64012145868967,0
0.5793684705260347,0
0.6363824624818619,0
0.6451201760527425,0
0.591765678983208,0
0.5593895239885995,0
0.5744886142320667,0
0.598247760764167,0
0.6245218098781606,0
0.5995719082762605,0
0.6082096032775581,0
0.5625302470951539,0
0.6244598292412888,0
0.6471913344542486,0
0.5850015439742862,0
0.5833385641729762,0
0.5911162042707474,0
0.5896313101403194,0
0.6405170518455776,0
0.6162851163750531,0
0.5720224143694708,0
0.6051069778056188,0
0.6376815698257445,0
0.604847480668937,0
0.5556664528324404,0
0.6405130703754907,0
0.5963890180778151,0
0.645352512344985,0
0.5748510912631133,0
0.6328963631424642,0
0.5966134660405373,0
0.6285472489038142,0
0.5872398808145931,0
0.6217546046383404,0
0.634897567857692,0
0.6156967881075985,0
0.5770500567194858,0
-0.4068004785714976,13
-0.4186585305418902,12
-0.3536352302841834,12
-0.434074551859851,12
-0.35105073245318863,13
-0.3692964202402038,11
-0.35026588377452583,13
-0.38506296678038154,11
-0.4441425838865172,11
-0.36291352428069956,10
-0.3917335899532901,11
-0.38063709895747877,11
-0.4203727963482038,13
-0.35392654690582503,12
-0.4051117880231203,11
-0.40951694377552883,11
-0.4150769568434214,15
-0.4133767510871138,10
-0.4222830285675485,10
-0.3816838629885666,14
-0.4240434155649382,10
-0.3889822679984434,15
-0.3679718345290297,14
-0.4399754145088508,11
-0.42747145259482977,15
-0.41536095456795863,11
-0.4330259073942244,10
-0.38334590374496713,11
-0.441016148655919,14
-0.3748634732719296,15
-0.3810367722002752,14
-0.3845257083652598,12
-0.43339177299996834,11
-0.40772970160330146,13
-0.35754398982780344,12
-0.36147375445000307,13
-0.4373663860009458,13
-0.4073163674873683,10
-0.3536588498164548,14
-0.39820463022709873,14
-0.43100156916533194,10
-0.4318672274590085,13
-0.41881504106696354,10
-0.4163382939462963,10
-0.43185768366807054,10
-0.43764391392907953,10
-0.39105728053918654,11
-0.4083054090289835,14
-0.38142233894038213,14
-0.39155194217204325,14
-0.38947754729399264,11
-0.39763205339353647,10
-0.35268917988472737,11
-0.3670719112156746,12
-0.3720570245039738,12
-0.35116206270060246,10
-0.38448031536915295,11
-0.37929209156156674,15
-0.4072938198718603,15
-0.38676071274251456,14
-0.40787167188715046,11
-0.4332867267266707,14
-0.42482458253014954,14
-0.38425567318763854,10
-0.4419199606199058,13
-0.4058450701507823,14
-0.4184676563106251,13
-0.360732408604278,10
-0.4408540259302498,14
-0.4308418538335772,14
-0.4028258256314601,15
-0.37366470161151,10
-0.36526704041259705,12
-0.3730345001993456,15
-0.4398399513171398,14
-0.43463093316305645,13
-0.3607690676865616,10
-0.3952615705985423,10
-0.41189384055537914,12
-0.4103739763596508,14
-0.3683098815523138,12
-0.355975198627128,14
-0.35784121691469295,13
-0.4301743741252011,13
-0.37766897472861416,11
-0.3507655381717356,13
-0.355488469933654,15
-0.4211667848229226,12
-0.37365492048528637,13
-0.3816594203094752,11
-0.4090962343587421,15
-0.39768119260649826,12
-0.370393803418942,15
-0.3921091589160639,13
-0.4154164374659146,10
-0.41911352687128556,13
-0.4370150581102621,13
-0.3981252355138949,14
-0.36528153655584106,13
-0.39353471311016364,11
-0.4468841857028707,11
0.6301304230266638,0
0.5986298467500362,0
0.6421481020897772,0
0.6387967830585808,0
0.6336269017371734,0
0.6120393004713591,0
0.5926840057370129,0
0.5956154470907862,0
0.6283834358419398,0
0.5626792109894581,0
0.6487219548048699,0
0.5952889359276341,0
0.5703244898617115,0
0.593639838205938,0
0.569604811536486,0
0.623186447925697,0
0.6029042891067533,0
0.5983340519793714,0
0.5898128050054936,0
0.5892136874052127,0
0.5806294665723541,0
0.5575539276346291,0
0.582910341453541,0
0.5800807816663465,0
0.5678477717741188,0
0.5784744545611389,0
0.5927109440244749,0
0.5685074588858114,0
0.5946994386936311,0
0.5959872951337459,0
0.6273890217112097,0
0.599743501012874,0
0.5638194240378169,0
0.5709607126724734,0
0.6495987035776238,0
0.634716153461639,0
0.605337316618801,0
0.6114149082840044,0
0.5595265109874248,0
0.5553041716562035,0
0.6284354249403776,0
0.6399936548809961,0
0.6043196212432917,0
0.6429388565153715,0
0.5833838983248825,0
0.624996168739159,0
0.6187568943743855,0
0.5680986397083387,0
0.5976347276483409,0
0.6373976437598543,0
0.6045571169415211,0
0.5736099937985841,0
0.5753442705127156,0
0.6416025030111712,0
0.6318307392485139,0
0.5570672921495117,0
0.5924423155473448,0
0.5726076781574818,0
0.572893453637974,0
0.6434459168166313,0
0.6403255283304645,0
0.6127610600930353,0
0.5867030183518978,0
0.610431797601791,0
0.5698690398394604,0
0.6390384779997902,0
0.5816835920944499,0
-0.3811176175821771,10
-0.40039263419546955,13
-0.43763160429145387,11
-0.37879747164586774,15
-0.4171398067071266,12
-0.4101067487820842,11
-0.41574486559451884,10
-0.41883125710766933,11
-0.35939511713667116,14
-0.35233973959275033,14
-0.3888015400521141,11
-0.4088211256281511,13
-0.3538991393277797,12
-0.41971323560525775,10
-0.3674974317132751,14
-0.4291804170456146,10
-0.4298875850307553,13
-0.36550005489775117,12
-0.385280401344005,14
-0.4109731254945501,10
-0.36880840407972926,12
-0.40693796309031427,11
-0.3822456897468953,12
-0.4251332067981508,14
-0.4231763596089735,14
-0.41722504895550117,12
-0.3708773810211454,11
-0.3971060558335182,15
-0.4129392204678055,10
-0.40049058633478296,10
-0.4455369302138905,14
-0.415101957453345,13
-0.43889277643698676,15
-0.3861578617649144,14
-0.4086358322773549,14
-0.42588833665365655,15
-0.3746333123563943,12
-0.43457202796754757,11
-0.3868414495305643,13
-0.4246744738243251,14
-0.3543821490233512,14
-0.3782496048132913,12
-0.4044170731941392,14
-0.3737723296801221,10
-0.4194331731686276,13
-0.36085442615959096,10
-0.38836321740654967,14
-0.3705697590268642,11
-0.4031564556373155,10
-0.3913372013754497,15
-0.4010886322337228,14
-0.38919055994460905,13
-0.41607381310296887,10
-0.3946753614806653,11
-0.38860297006739586,11
-0.35690011414863676,12
-0.37400855147312484,12
-0.39156213961049247,15
-0.4481954788106677,15
-0.3692869465920836,13
-0.43958419911313484,11
-0.40048395721868957,11
-0.3813789653917965,13
-0.3516912326961048,10
-0.38812051782254997,11
-0.35905755073945755,11
-0.40203932895885686,11
-0.3650973351480147,13
-0.3575237106536022,12
-0.4217066429137617,10
-0.41882251194990516,10
-0.39132493782321376,10
-0.43120036364931025,13
-0.44985870567992947,15
-0.36827098470952535,10
-0.43939134010943093,15
-0.4011602991062517,13
-0.4446370110974627,14
-0.4012463966028008,14
-0.4137871921378249,12
-0.39029292562047146,12
-0.42155494969976814,13
-0.4277905331293965,10
-0.4078961833064412,10
-0.4470135972897822,12
-0.36037079846565945,14
-0.41997446567246044,13
-0.3561493499553876,11
-0.4239264724028189,10
-0.3952343030295964,11
-0.36324866505227504,12
-0.4416035287419149,13
-0.3607510770049629,11
